split,source_xml_file,source_route_id,source_route_ordinal,map,weather_group,old_split,anchor_polyline_m,dense_length_m,length_bin,curve_bin,sharp_turn_regions_r_lt_30m,very_sharp_regions_r_lt_15m,grade_bin,p95_abs_grade,junction_bin,junction_fraction,planner_detour,dense_to_anchor_ratio,loop_route
val,0325_4qingtian.xml,3,2,0325_4,qingtian,train,413.9058561325073,412.52958548069,medium_200_500m,no_sharp_region,0,0,medium_grade,0.08781574207552684,medium_junction,0.4878048780487805,False,0.9966749186284122,False
val,0325_4qingtian.xml,12,11,0325_4,qingtian,val,365.38756561279297,398.3089575767517,medium_200_500m,no_sharp_region,0,0,high_grade,0.12751311680719968,low_junction,0.0,False,1.090099924196233,False
val,0325_4yutian.xml,6,6,0325_4,yutian,train,1203.8426818847656,1207.7400319576263,ultra_ge_1000m,no_sharp_region,0,0,medium_grade,0.08098283138840284,low_junction,0.0,False,1.0032374247329052,False
val,0325_4yutian.xml,11,11,0325_4,yutian,train,198.89849281311035,197.72686874866486,short_lt_200m,one_sharp_region,1,0,medium_grade,0.07185114314056994,medium_junction,0.26,False,0.9941094371914302,False
val,0325_5bangwan.xml,2,1,0325_5,bangwan,train,227.58964824676514,229.05545794963837,medium_200_500m,no_sharp_region,0,0,medium_grade,0.09914978947711714,high_junction,0.6495726495726496,False,1.006440581608896,False
val,0325_5bangwan.xml,5,4,0325_5,bangwan,val,99.6038761138916,98.4785658121109,short_lt_200m,no_sharp_region,0,0,low_grade,0.002230948251402933,high_junction,0.7777777777777778,False,0.9887021434738748,False
val,0325_5bangwan.xml,12,11,0325_5,bangwan,train,489.90433502197266,559.9258120059967,medium_200_500m,multiple_sharp_regions,2,0,low_grade,0.0,low_junction,0.060836501901140684,False,1.1429288781061377,True
val,0325_5qingtian.xml,1,1,0325_5,qingtian,train,74.79746437072754,4771.399405837059,short_lt_200m,multiple_sharp_regions,9,2,high_grade,0.14867457564104647,low_junction,0.1435244161358811,True,63.79092454508894,False
val,0325_5qingtian.xml,16,16,0325_5,qingtian,train,320.3429756164551,316.7893226146698,medium_200_500m,no_sharp_region,0,0,high_grade,0.14867377110078994,low_junction,0.0,False,0.9889067241292032,False
val,0325_5yutian.xml,6,6,0325_5,yutian,train,133.66476821899414,131.58624839782715,short_lt_200m,no_sharp_region,0,0,medium_grade,0.04932923491538049,medium_junction,0.42424242424242425,False,0.984449755542451,False
test,0325_3bangwan.xml,0,0,0325_3,bangwan,train,203.5073699951172,204.30508542060852,medium_200_500m,no_sharp_region,0,0,medium_grade,0.09612359656149781,medium_junction,0.45098039215686275,False,1.0039198355593237,False
test,0325_3bangwan.xml,4,3,0325_3,bangwan,train,610.4616088867188,735.063948392868,long_500_1000m,no_sharp_region,0,0,low_grade,0.0169555246310539,low_junction,0.15584415584415584,False,1.2041116717124651,False
test,0325_3bangwan.xml,9,8,0325_3,bangwan,train,131.81077575683594,130.88001573085785,short_lt_200m,no_sharp_region,0,0,medium_grade,0.03478521018375616,high_junction,0.9090909090909091,False,0.9929386651384622,False
test,0325_3qingtian.xml,7,7,0325_3,qingtian,train,116.25653839111328,114.27111065387726,short_lt_200m,one_sharp_region,1,1,low_grade,0.0,medium_junction,0.4067796610169492,False,0.9829220122608795,False
test,0325_3qingtian.xml,22,21,0325_3,qingtian,train,284.45355224609375,367.7073937654495,medium_200_500m,no_sharp_region,0,0,medium_grade,0.0898774166716933,medium_junction,0.33157894736842103,False,1.2926799150932349,False
test,0325_3qingtian.xml,23,22,0325_3,qingtian,train,277.55316162109375,321.78423976898193,medium_200_500m,no_sharp_region,0,0,low_grade,0.01209002199589173,medium_junction,0.41566265060240964,False,1.1593607433240878,False
test,0325_3yutian.xml,2,2,0325_3,yutian,train,698.7381591796875,800.6123735904694,long_500_1000m,no_sharp_region,0,0,low_grade,0.011428862185722949,low_junction,0.0,False,1.1457974107645434,False
test,0325_3yutian.xml,3,3,0325_3,yutian,train,300.6614074707031,343.77512860298157,medium_200_500m,no_sharp_region,0,0,low_grade,0.011428852836175538,low_junction,0.0,False,1.1433962592504643,False
test,0325_4bangwan.xml,1,1,0325_4,bangwan,train,114.1244888305664,116.2101172208786,short_lt_200m,no_sharp_region,0,0,low_grade,0.028657204362766562,high_junction,0.7288135593220338,False,1.018275029414665,False
test,0325_4bangwan.xml,10,10,0325_4,bangwan,train,82.36369323730469,909.8523676395416,short_lt_200m,one_sharp_region,1,0,low_grade,0.0,low_junction,0.03137254901960784,True,11.046765047532443,False
test,0325_4qingtian.xml,6,5,0325_4,qingtian,train,246.52019882202148,242.17227923870087,medium_200_500m,no_sharp_region,0,0,low_grade,0.02036969665805846,high_junction,0.825,False,0.9823628262345364,False
test,0325_4qingtian.xml,15,14,0325_4,qingtian,train,374.7544860839844,387.41800260543823,medium_200_500m,no_sharp_region,0,0,high_grade,0.11176728279435284,low_junction,0.0,False,1.0337915008137244,False
test,0325_4yutian.xml,3,3,0325_4,yutian,train,181.53186702728271,216.23698095977306,short_lt_200m,multiple_sharp_regions,2,0,low_grade,0.0,medium_junction,0.2,False,1.1911791824808062,False
test,0325_5bangwan.xml,7,6,0325_5,bangwan,train,175.78672218322754,173.13955307006836,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08313880346450538,high_junction,0.8313253012048193,False,0.9849410178409268,False
test,0325_5bangwan.xml,16,15,0325_5,bangwan,train,474.49024200439453,474.7218533754349,medium_200_500m,no_sharp_region,0,0,high_grade,0.1027229482624855,medium_junction,0.23809523809523808,False,1.000488126731673,False
test,0325_5qingtian.xml,8,8,0325_5,qingtian,train,162.31269454956055,161.42625415325165,short_lt_200m,no_sharp_region,0,0,low_grade,0.0,medium_junction,0.41333333333333333,False,0.9945386872002286,False
test,0325_5qingtian.xml,9,9,0325_5,qingtian,train,366.8099136352539,373.4987370967865,medium_200_500m,one_sharp_region,1,0,low_grade,0.0,low_junction,0.0,False,1.0182351218243892,False
test,0325_5yutian.xml,4,4,0325_5,yutian,train,180.49998474121094,177.24678754806519,short_lt_200m,no_sharp_region,0,0,medium_grade,0.08667368020247612,high_junction,0.7752808988764045,False,0.9819767453287601,False
test,0325_5yutian.xml,11,11,0325_5,yutian,train,106.58318328857422,105.47772765159607,short_lt_200m,no_sharp_region,0,0,medium_grade,0.09799879611780539,high_junction,0.6981132075471698,False,0.9896282358729601,False
test,0325_5yutian.xml,16,16,0325_5,yutian,train,4632.446571350098,6045.847981572151,ultra_ge_1000m,multiple_sharp_regions,7,1,high_grade,0.1486696379025365,low_junction,0.12990112512785543,False,1.3051090581299736,True
